,0
196,The Russian-installed authority in the southern Ukrainian city of Kherson tells civilians to leave the city immediately. Follow live updates. https://t.co/JBgtWc7xba
197,A federal appeals court has put a temporary hold on President Biden's student debt relief program while it considers a challenge to the policy https://t.co/ui7smoLrFs
198,Sen. Lindsey Graham has asked the Supreme Court to block a subpoena from an Atlanta grand jury investigating 2020 election interference https://t.co/G8HdzbhXou
199,"The Dow rose for the third straight week, its longest weekly winning streak of the year, with some blue-chip stocks hitting all-time highs https://t.co/iyFtaymY9k"
200,The House January 6 committee announced that it has sent a subpoena for Donald Trump to testify about the US Capitol riot https://t.co/fhUtR3Qk4r
201,"The White House has held talks with Elon Musk about potentially setting up SpaceX's satellite internet service in Iran to support protests, sources say https://t.co/FfpIZ3MtvY"
202,"Former Trump adviser Steve Bannon is sentenced to four months in prison for contempt of Congress, less time than federal prosecutors sought. He's also been fined $6,500. 

Follow live updates: https://t.co/5yvT9bUlkI"
203,Former world No. 1 Simona Halep has been provisionally suspended from tennis after a positive drugs test at the US Open https://t.co/N9a9KsEtxN
204,"Pakistan's former leader Imran Khan will be barred from political office for five years, election commission recommends https://t.co/0B6eH6yJVW"
205,The body of missing Princeton University student Misrach Ewunetie has been found. https://t.co/66WV0OD5UT
206,"UK Prime Minister Liz Truss quits after a disastrous six weeks in office, putting her on course to be Britain's shortest-serving leader https://t.co/0O0XQSCRxI"
207,"Trump weighs letting federal agents return to Mar-a-Lago, potentially for a supervised search, as the government seeks to ensure all docs are returned. https://t.co/pPJiFJ2QQq"
208,"Britain's Home Secretary Suella Braverman quits, throwing the government of embattled Prime Minister Liz Truss into further turmoil. https://t.co/XiZzmAJSao"
209,Russian President Vladimir Putin signs a decree introducing martial law in four Ukrainian regions that Moscow recently claimed to have annexed https://t.co/I4d4SKHRGE
210,Rising food and housing costs drove UK inflation back to a 40-year high of 10.1% in September https://t.co/RZCvzUVhAP
211,Jury finds Paul Flores guilty of first-degree murder in the death of Kristin Smart. His father was found not guilty of being an accessory to the murder. https://t.co/KIYpgA2YtV
212,"Russian expat who was the main source for infamous Trump dossier is acquitted of lying to the FBI, an embarrassing defeat for special counsel Durham
https://t.co/Vu0CaCf8Zn"
213,"A pilot and passenger are dead after a plane crashed into a car dealership lot near Marietta, Ohio. Authorities say no one on the ground was injured https://t.co/xOYydU8LB6"
214,Ukraine's President Zelensky says 30% of the country's power stations have been destroyed in Russia's latest round of attacks https://t.co/dY8RZ68Qm8
215,President Biden announces the formal launch of the student loan forgiveness application website https://t.co/qw0k3TRl4b
216,"A Russian fighter jet has crashed into a residential building after taking off from a military airfield, state media reports https://t.co/rEczIA3ix3"
217,"Former President Donald Trump's company charged the Secret Service as much as $1,185 per night at its properties despite claims they'd stay free or ""at cost,"" House panel says https://t.co/v69rTPyZSQ"
218,"Steve Bannon sentencing recommendation seeks six months in prison plus $200,000 in fines for contempt of Congress conviction
https://t.co/QQ4l6VLoU5"
219,"Blasts were heard in the Ukrainian capital as a result of apparent Russian missile strikes on Monday morning. Follow live updates.
https://t.co/h0p9XUx3wK"
220,Authorities in central California have arrested a man in connection with a series of killings that claimed the lives of six people https://t.co/NLzRNSmb11
221,"Bruce Sutter, a Cy Young Award-winning relief pitcher and World Series champion who pioneered the split-finger fastball, has died at 69. https://t.co/rDNsVno63V"
222,"Judge throws out one of five charges against Igor Danchenko, main source of Trump-Russia dossier, in major setback for special counsel Durham's probe https://t.co/RhtCHeq0EI"
223,"Robbie Coltrane, the actor who brought to life the lovable gamekeeper Hagrid in the Harry Potter film franchise, died Friday, according to his agent. https://t.co/PRW2BT21ry https://t.co/caVfReXHri"
224,"Former President Trump has not said whether he will comply with a subpoena by the House select committee investigating the January 6, 2021, Capitol Hill insurrection https://t.co/0yNzMnGuUw"
225,"Kwasi Kwarteng has been fired as Britain's chancellor just weeks into the job, a senior source inside Downing Street has confirmed to CNN.

Follow live updates 👉 https://t.co/4Ec7sm1ctV"
226,"Kroger announces it's merging with Albertsons in a $24.6 billion deal, creating one of the largest grocery store chains in the US https://t.co/S3FzgtFfIc"
227,"5 people are dead after a shooting in Raleigh, North Carolina, the mayor says. One of the deceased was an off-duty Raleigh Police officer.
https://t.co/ptNWVhVPdR"
228,"On Jan. 6, top US leaders were raced to an Army base away from the riot. Watch exclusive footage from inside Fort McNair. 

Watch: https://t.co/01nt3uKrB5

Read more: https://t.co/e5fn1D3TKr https://t.co/F15E7W2a1W"
229,"Federal authorities are investigating Elon Musk in connection with his $44 billion acquisition of Twitter, the social media platform said in a court filing
https://t.co/wSLWr5Rl74"
230,Former President Trump has been subpoenaed by lawmakers to appear before the House select committee investigating the US Capitol attack https://t.co/cmg3QVAT5O
231,"The Supreme Court rejects Trump's request to intervene in Mar-a-Lago documents fight, denies allowing special master access to classified files https://t.co/paSRaqIc27"
232,"The House January 6 committee plans to vote to subpoena former President Donald Trump during today’s hearing, multiple sources tell CNN https://t.co/sVBNwGpqyy https://t.co/9SUiXy9e3k"
233,"Russia says it will help evacuate residents from occupied Kherson, the latest indication its forces are struggling in the face of Ukraine's advances https://t.co/4TJXxKXa3K"
234,Jury recommends life in prison without parole for Parkland school massacre shooter Nikolas Cruz https://t.co/kBicHEZ6bm
235,"After taking a breather last week, mortgage rates have risen again – moving even closer to 7% https://t.co/Q4qiyoOFP1"
236,"Social Security recipients will receive an annual cost-of-living adjustment of 8.7% next year, the largest increase since 1981 https://t.co/dIvKlSKPIb"
237,A State Department spokesperson has confirmed that a US citizen recently died in the Donbas region of Ukraine https://t.co/2itAV5z7cP
238,"Inflation rose by 8.2% last month as Americans continue to be punished by high prices, despite unprecedented Fed action https://t.co/UBplszy8AY"
239,"Two law enforcement officers were killed and a third has serious injuries after a shooting late Wednesday night, Connecticut State Police said https://t.co/mD37qVfKvR"
240,"A Trump employee told the FBI that the former President directed boxes to be moved at Mar-a-Lago after a subpoena was served, according to a source. https://t.co/xoRmxrrtLM"
241,Los Angeles City Council member Nury Martinez has resigned from office after making racist remarks about a fellow council member and his Black child https://t.co/26fudPI5LY
242,A jury has decided that conspiracy theorist Alex Jones should pay nearly $1 billion in damages to Sandy Hook families for his lies about the school massacre https://t.co/1XgS2mV3c4
243,"FDA authorizes updated Covid-19 booster shots for children as young as 5. The boosters target the original coronavirus strain and Omicron subvariants.
https://t.co/4u2sVF2LUP"
244,The former San Antonio police officer who shot an unarmed 17-year-old in his car at a McDonald's parking lot has been charged with two counts of aggravated assault by a public servant https://t.co/UsO0f4SfxX
245,"The Justice Department urges the Supreme Court to stay out of the dispute over classified documents seized from Trump's Mar-a-Lago estate
https://t.co/yySFDHyDfL"
246,"Angela Lansbury, America's favorite TV sleuth in the long-running series ""Murder, She Wrote,"" has died at age 96 
https://t.co/29pgb8rfIF https://t.co/gUpB0ueFIo"
247,"The recent DART mission successfully changed the trajectory of an asteroid as a test of planetary defense, NASA says
https://t.co/NZWYkd92gg"
248,"Buckingham Palace announces a date for next spring's coronation of King Charles III, saying the service will ""look towards the future"" https://t.co/mgH0QQqQX6"
249,"Prosecutors have dropped charges against Adnan Syed, subject of the landmark podcast “Serial,” after a judge vacated his murder conviction last month https://t.co/EiAqjuBiPR"
250,"Carbon monoxide leak sends more than two dozen children and daycare workers to hospitals in Allentown, Pennsylvania, local media reports https://t.co/9Mlxc3Ekk2"
251,"Israel and Lebanon reach a historic agreement, settling a years-long maritime border dispute and potentially paving the way for gas exploration
https://t.co/m6mSCoeFp1"
252,"Russian-speaking hackers say they knocked down informational sites for some of America's largest airports. No disruptions to operations were reported.
https://t.co/qW8gz3X7Ot"
253,The 2022 award goes to a trio of US-based economists including former Fed chair Ben Bernanke for research on bank runs and financial crises https://t.co/WdgY4NJZoZ
254,"Two explosions were heard in Ukraine's capital Kyiv on Monday, according to the city’s mayor. Follow live updates. https://t.co/yf065PkS0Q"
255,"Top US officials hold first in-person meeting with the Taliban since the US killed al Qaeda's leader in July, sources say https://t.co/rRb9ndxE2V"
256,The NFL and the NFL Players Association have agreed to update the league's concussion protocol https://t.co/2Izs09tLmx
257,"North Korea has fired a suspected ballistic missile, Japanese Prime Minister says. https://t.co/Gf8qEDXtiM"
258,"The death toll from an explosion at a gas station in Ireland has risen to 10, including two teens and a child https://t.co/i5ueXlvQup"
259,At least 3 killed in blast that destroyed parts of only bridge linking annexed Ukrainian peninsula of Crimea to Russia https://t.co/evwQNi7Rgd
260,"The Democratic US Senate nominee in Wisconsin signaled support for defunding the police and abolishing ICE, despite an ad claiming otherwise https://t.co/POGA0CtlQg"
261,The move comes after a CNN report identified a newly hired school officer as one of the former state troopers under investigation for the failed police response in May https://t.co/1jjfSNxLsm
262,"Uvalde school officials have suspended the district’s entire police department, saying new developments “uncovered additional concerns” https://t.co/7Maj4bBZgr"
